Date/Time,Cogeneration:ElectricitySurplusSold [J](Hourly),Cogeneration:ElectricityPurchased [J](Hourly),Photovoltaic:ElectricityProduced [J](Hourly) 
 03/03  16:00:00,2761780.35669911,0.0,11046473.446217 
 03/03  17:00:00,0.0,2079956.23352042,7537028.77146192 
 03/03  18:00:00,0.0,7423318.61645238,3303643.68613969 
 03/03  19:00:00,0.0,10502066.8359873,147598.244318229 
 03/03  20:00:00,0.0,10170826.9142287,0.0 
 03/03  21:00:00,0.0,9521859.11421098,0.0 
 03/03  22:00:00,0.0,8415966.8333915,0.0 
 03/03  23:00:00,0.0,6431095.77333739,0.0 
 03/03  24:00:00,0.0,4504826.8179619,0.0 
 03/04  01:00:00,0.0,3310327.93052331,0.0 
 03/04  02:00:00,0.0,2934353.61205013,0.0 
 03/04  03:00:00,0.0,2792734.61267261,0.0 
 03/04  04:00:00,0.0,2901682.65018977,0.0 
 03/04  05:00:00,0.0,4386437.25217651,0.0 
 03/04  06:00:00,0.0,6399393.81011871,0.0 
 03/04  07:00:00,0.0,8130462.05826448,110777.924866429 
 03/04  08:00:00,0.0,4840859.40406947,2374612.67842991 
 03/04  09:00:00,687559.721058436,412274.220243535,6836972.44954631 
 03/04  10:00:00,4515676.76812743,0.0,10852852.9500091 
 03/04  11:00:00,7370542.45299836,0.0,13742753.8173869 
 03/04  12:00:00,9088318.38525743,0.0,15765591.8057023 
 03/04  13:00:00,8252842.67623259,0.0,15006180.8419424 
 03/04  14:00:00,2554333.28210467,0.0,9075474.71774819 
 03/04  15:00:00,2367215.0404184,0.0,8995694.07279727 
 03/04  16:00:00,22504.392063463,1512966.67968525,5237663.48990292 
 03/04  17:00:00,0.0,5415428.24208135,1898242.8361002 
 03/04  18:00:00,0.0,6241494.12100902,2813210.47521373 
 03/04  19:00:00,0.0,9263996.08001141,160963.935628777 
 03/04  20:00:00,0.0,9074050.84853436,0.0 
 03/04  21:00:00,0.0,8620280.66347832,0.0 
 03/04  22:00:00,0.0,7638885.7107867,0.0 
 03/04  23:00:00,0.0,5830689.39159337,0.0 
 03/04  24:00:00,0.0,4437467.93374038,0.0 
 03/05  01:00:00,0.0,3314573.92500311,0.0 
 03/05  02:00:00,0.0,3026870.75810013,0.0 
 03/05  03:00:00,0.0,3978040.19339697,0.0 
 03/05  04:00:00,0.0,5089810.36397553,0.0 
 03/05  05:00:00,0.0,6267104.91202938,0.0 
 03/05  06:00:00,0.0,7876107.17800866,0.0 
 03/05  07:00:00,0.0,9881330.2877087,33612.1130579072 
 03/05  08:00:00,0.0,10040770.2074179,688306.467250858 
 03/05  09:00:00,0.0,7144831.97422194,2880108.38507911 
 03/05  10:00:00,0.0,5703815.19390215,3713758.91623519 
 03/05  11:00:00,0.0,7677718.87660953,2098911.37784151 
 03/05  12:00:00,0.0,7345367.82855679,2822333.95899368 
 03/05  13:00:00,0.0,4813112.92222656,3825344.29155973 
 03/05  14:00:00,249549.996947258,809034.918566894,5943088.89987021 
 03/05  15:00:00,0.0,5030479.89068644,2207489.94515699 
 03/05  16:00:00,0.0,5617878.71421711,1964206.84110673 
 03/05  17:00:00,0.0,5678562.64445122,2091569.35365315 
 03/05  18:00:00,0.0,4417610.9106084,3057881.21868007 
 03/05  19:00:00,0.0,8676412.09284133,171028.482763339 
 03/05  20:00:00,0.0,9989412.68545988,0.0 
 03/05  21:00:00,0.0,9893139.20745591,0.0 
 03/05  22:00:00,0.0,9666216.66059279,0.0 
 03/05  23:00:00,0.0,9123950.07608118,0.0 
 03/05  24:00:00,0.0,8509270.60230285,0.0 
 03/06  01:00:00,0.0,8347141.93759854,0.0 
 03/06  02:00:00,0.0,8882777.92938576,0.0 
 03/06  03:00:00,0.0,9320953.67783717,0.0 
 03/06  04:00:00,0.0,9404360.85090712,0.0 
 03/06  05:00:00,0.0,9798123.25069792,0.0 
 03/06  06:00:00,0.0,11104253.4678163,0.0 
 03/06  07:00:00,0.0,13000650.6484396,23691.9130578032 
 03/06  08:00:00,0.0,13949509.4107024,281459.700826396 
 03/06  09:00:00,0.0,13543395.2909149,810404.7846576 
 03/06  10:00:00,0.0,12543868.8781548,1334168.35451601 
 03/06  11:00:00,0.0,11941221.5048493,1760850.39666972 
 03/06  12:00:00,0.0,11325945.8888315,2027393.55714549 
 03/06  13:00:00,0.0,10546148.8140695,2119406.66620582 
 03/06  14:00:00,0.0,10195422.2871404,2067163.50467725 
 03/06  15:00:00,0.0,10478390.8767946,1777066.91382006 
 03/06  16:00:00,0.0,10773634.7490587,1506730.2618039 
 03/06  17:00:00,0.0,11518485.2967238,1453180.5518976 
 03/06  18:00:00,0.0,11963296.8463556,1356324.8702263 
 03/06  19:00:00,0.0,14066409.9432049,99032.9690854185 
 03/06  20:00:00,0.0,14214827.9692321,0.0 
 03/06  21:00:00,0.0,13525633.7481229,0.0 
 03/06  22:00:00,0.0,13373303.3375013,0.0 
 03/06  23:00:00,0.0,12471991.596593,0.0 
 03/06  24:00:00,0.0,11447261.1577563,0.0 
 03/07  01:00:00,0.0,11500342.1979496,0.0 
 03/07  02:00:00,0.0,11533680.9451334,0.0 
 03/07  03:00:00,0.0,11791369.3738456,0.0 
 03/07  04:00:00,0.0,11909606.4546378,0.0 
 03/07  05:00:00,0.0,12254731.5014079,0.0 
 03/07  06:00:00,0.0,13024542.9857305,0.0 
 03/07  07:00:00,0.0,13674013.043549,95630.5150555397 
 03/07  08:00:00,0.0,11456801.9420789,1344833.54661904 
 03/07  09:00:00,0.0,8925612.87062873,3137818.81145731 
 03/07  10:00:00,0.0,10135005.364369,2313690.47441573 
 03/07  11:00:00,0.0,7997409.39470515,3305216.49403916 
 03/07  12:00:00,0.0,5620402.62272528,4625292.64472475 
 03/07  13:00:00,879100.064524181,588651.350633352,8402257.86479345 
 03/07  14:00:00,5140056.02776287,0.0,10891881.2671903 
 03/07  15:00:00,5877611.10349299,0.0,10511171.8520348 
 03/07  16:00:00,5620570.64626477,0.0,10492239.7814153 
 03/07  17:00:00,1679931.31480136,0.0,7521266.65796377 
 03/07  18:00:00,0.0,3966858.43907844,3205849.91018892 
 03/07  19:00:00,0.0,7877559.45871764,141651.574955365 
 03/07  20:00:00,0.0,7986487.14220813,0.0 
 03/07  21:00:00,0.0,7689331.81508989,0.0 
 03/07  22:00:00,0.0,6960107.38688689,0.0 
 03/07  23:00:00,0.0,6773288.40476798,0.0 
 03/07  24:00:00,0.0,7161529.23498343,0.0 
 03/08  01:00:00,0.0,7462151.64364595,0.0 
 03/08  02:00:00,0.0,8107790.62612236,0.0 
 03/08  03:00:00,0.0,8698170.60154661,0.0 
 03/08  04:00:00,0.0,9346983.63905094,0.0 
 03/08  05:00:00,0.0,10280507.9400051,0.0 
 03/08  06:00:00,0.0,11447101.0652299,0.0 
 03/08  07:00:00,0.0,12645498.7567621,128400.818995683 
 03/08  08:00:00,0.0,7958990.91168871,2576095.52205575 
 03/08  09:00:00,341407.346022231,1263776.89095966,6931912.84483627 
 03/08  10:00:00,4879490.75513914,0.0,11020202.0630952 
 03/08  11:00:00,8519419.15086142,0.0,14126234.0916159 
 03/08  12:00:00,10989231.0168221,0.0,16322977.5995656 
 03/08  13:00:00,11996199.6815509,0.0,17038527.322019 
 03/08  14:00:00,11005423.1961655,0.0,16164504.2613901 
 03/08  15:00:00,8131199.77563533,0.0,13786576.409797 
 03/08  16:00:00,3357783.63724289,0.0,9622964.49078929 
 03/08  17:00:00,0.0,2317923.01032649,4752798.73587834 
 03/08  18:00:00,0.0,6455108.42861192,1762267.94492164 
 03/08  19:00:00,0.0,8797248.60603843,109470.266939221 
 03/08  20:00:00,0.0,8630674.93705501,0.0 
 03/08  21:00:00,0.0,7977617.05487683,0.0 
 03/08  22:00:00,0.0,6963114.01231083,0.0 
 03/08  23:00:00,0.0,5558966.52071711,0.0 
 03/08  24:00:00,0.0,4278080.07609066,0.0 
 03/09  01:00:00,0.0,3435757.02724312,0.0 
 03/09  02:00:00,0.0,4645887.87024811,0.0 
 03/09  03:00:00,0.0,5560495.21719279,0.0 
 03/09  04:00:00,0.0,6336095.93973877,0.0 
 03/09  05:00:00,0.0,7299686.95224909,0.0 
 03/09  06:00:00,0.0,8795864.80150571,0.0 
 03/09  07:00:00,0.0,10009524.3212464,132931.688913912 
 03/09  08:00:00,0.0,5591209.47821526,2619723.60611022 
 03/09  09:00:00,1012270.7672374,388431.621486656,6905705.91507731 
 03/09  10:00:00,5230682.55351795,0.0,11095975.704601 
 03/09  11:00:00,8479214.26914617,0.0,14079310.4650041 
 03/09  12:00:00,9990490.74970138,0.0,15398154.2328711 
 03/09  13:00:00,11011029.956247,0.0,16675741.9821426 
 03/09  14:00:00,10272305.8804978,0.0,16258624.4484491 
 03/09  15:00:00,7251213.21693452,0.0,13645943.1653672 
 03/09  16:00:00,3340090.62374101,0.0,10413368.6810404 
 03/09  17:00:00,0.0,1675510.92997209,6429466.90835004 
 03/09  18:00:00,0.0,6237675.54407578,2981333.55298168 
 03/09  19:00:00,0.0,9210424.03670008,155364.79371562 
 03/09  20:00:00,0.0,8975247.3567884,0.0 
 03/09  21:00:00,0.0,8381957.1597779,0.0 
 03/09  22:00:00,0.0,7186513.15656575,0.0 
 03/09  23:00:00,0.0,5557117.55383569,0.0 
 03/09  24:00:00,0.0,4277245.48687957,0.0 
 03/10  01:00:00,0.0,3249185.27903671,0.0 
 03/10  02:00:00,0.0,4236558.77796529,0.0 
 03/10  03:00:00,0.0,5395863.08950338,0.0 
 03/10  04:00:00,0.0,6320812.61882107,0.0 
 03/10  05:00:00,0.0,7545322.16741163,0.0 
 03/10  06:00:00,0.0,9127780.98874375,0.0 
 03/10  07:00:00,0.0,10393243.1960948,135976.99477444 
 03/10  08:00:00,0.0,6060786.43595511,2546297.77930323 
 03/10  09:00:00,837145.598918656,510736.271075561,6736820.00831614 
 03/10  10:00:00,4986861.71674832,0.0,10851957.1733466 
 03/10  11:00:00,8591611.5533583,0.0,14192241.1433218 
 03/10  12:00:00,10881391.0769586,0.0,16208710.7953956 
 03/10  13:00:00,11510933.7899089,0.0,17054693.4569189 
 03/10  14:00:00,10287042.3141125,0.0,16221786.240181 
 03/10  15:00:00,7632802.64017965,0.0,14176406.7095854 
 03/10  16:00:00,3892925.57609467,0.0,11252025.679125 
 03/10  17:00:00,138045.471345273,1122019.04367626,7666454.57433097 
 03/10  18:00:00,0.0,6341956.57093906,3483185.24584424 
 03/10  19:00:00,0.0,9650523.13111919,175845.220605242 
 03/10  20:00:00,0.0,9338618.42073644,0.0 
 03/10  21:00:00,0.0,8686261.46110578,0.0 
 03/10  22:00:00,0.0,7539505.88936614,0.0 
 03/10  23:00:00,0.0,5679410.54959513,0.0 
 03/10  24:00:00,0.0,4273858.02556141,0.0 
 03/11  01:00:00,0.0,3311929.88745797,0.0 
 03/11  02:00:00,0.0,2938046.22436566,0.0 
 03/11  03:00:00,0.0,4213490.06222619,0.0 
 03/11  04:00:00,0.0,5335384.65204617,0.0 
 03/11  05:00:00,0.0,6701484.88110748,0.0 
 03/11  06:00:00,0.0,8329076.4823503,0.0 
 03/11  07:00:00,0.0,9399794.46693799,141837.94778072 
 03/11  08:00:00,0.0,4839803.76281806,2722909.5311311 
 03/11  09:00:00,718958.294717983,319362.627525181,6950078.79038617 
 03/11  10:00:00,4572881.77669679,0.0,10899625.1368515 
 03/11  11:00:00,7838477.35564387,0.0,14120092.2360103 
 03/11  12:00:00,9393442.21822674,0.0,16037719.399092 
 03/11  13:00:00,9641915.32989646,0.0,16459698.1439209 
 03/11  14:00:00,8888042.5830914,0.0,16156177.2547017 
 03/11  15:00:00,6043767.02735297,0.0,13960467.2484288 
 03/11  16:00:00,2263220.02732935,0.0,10987809.437121 
 03/11  17:00:00,0.0,2822035.84816055,7015894.0691103 
 03/11  18:00:00,0.0,8232991.96261195,2305799.06790098 
 03/11  19:00:00,0.0,10744874.1345505,132018.436045644 
 03/11  20:00:00,0.0,10453823.5294165,0.0 
 03/11  21:00:00,0.0,9663534.65407612,0.0 
 03/11  22:00:00,0.0,8324094.81532124,0.0 
 03/11  23:00:00,0.0,6331939.5738679,0.0 
 03/11  24:00:00,0.0,4495198.97351458,0.0 
 03/12  01:00:00,0.0,3309769.43134333,0.0 
 03/12  02:00:00,0.0,2934586.86755167,0.0 
 03/12  03:00:00,0.0,2817839.02362383,0.0 
 03/12  04:00:00,0.0,3827949.94942172,0.0 
 03/12  05:00:00,0.0,4967240.52850404,0.0 
 03/12  06:00:00,0.0,6912799.12860396,0.0 
 03/12  07:00:00,0.0,8611918.80615788,141707.190339865 
 03/12  08:00:00,0.0,4469405.24219431,2698867.56874597 
 03/12  09:00:00,666720.037889907,375892.102632902,6838103.53161203 
 03/12  10:00:00,4505343.84868565,0.0,10834774.5402964 
 03/12  11:00:00,7116433.49247062,0.0,13739166.4423851 
 03/12  12:00:00,9051979.16826941,0.0,15944071.0414242 
 03/12  13:00:00,9663610.29196635,0.0,16765140.9490011 
 03/12  14:00:00,8016793.34331269,0.0,15542916.9307399 
 03/12  15:00:00,4467019.20959719,0.0,12461194.2140636 
 03/12  16:00:00,250373.881294811,431470.988654636,8228756.97191782 
 03/12  17:00:00,0.0,3803713.47590263,5859327.07785519 
 03/12  18:00:00,0.0,8054494.85218666,2990664.45643179 
 03/12  19:00:00,0.0,10972083.6658582,162392.828183903 
 03/12  20:00:00,0.0,10627206.4655155,0.0 
 03/12  21:00:00,0.0,9901927.94052589,0.0 
 03/12  22:00:00,0.0,8669855.57584257,0.0 
 03/12  23:00:00,0.0,6686973.38227965,0.0 
 03/12  24:00:00,0.0,4848411.24078784,0.0 
 03/13  01:00:00,0.0,3277612.14273473,0.0 
 03/13  02:00:00,0.0,2892195.24689348,0.0 
 03/13  03:00:00,0.0,2763193.03000372,0.0 
 03/13  04:00:00,0.0,2732930.97366669,0.0 
 03/13  05:00:00,0.0,3072689.05654038,0.0 
 03/13  06:00:00,0.0,4194454.1286561,0.0 
 03/13  07:00:00,0.0,5553562.2598693,84947.2760779406 
 03/13  08:00:00,0.0,5217124.35187262,1179376.63990518 
 03/13  09:00:00,80848.4451945592,1555166.87939867,4641128.75340318 
 03/13  10:00:00,4057531.81899626,0.0,10045513.1215148 
 03/13  11:00:00,7404684.20919827,0.0,14011737.8775805 
 03/13  12:00:00,9058780.92403873,0.0,15793782.9258478 
 03/13  13:00:00,9406484.50074354,0.0,16319236.7002884 
 03/13  14:00:00,8287159.78064374,0.0,15651222.3906526 
 03/13  15:00:00,5525497.06172484,0.0,13439415.1546359 
 03/13  16:00:00,1947200.9510789,0.0,10758441.2473651 
 03/13  17:00:00,0.0,2621093.73463783,7474079.46050325 
 03/13  18:00:00,0.0,7716625.91630717,3466890.44129853 
 03/13  19:00:00,0.0,10946087.1545885,181394.570384676 
 03/13  20:00:00,0.0,10636331.9594398,0.0 
 03/13  21:00:00,0.0,9791406.60828933,0.0 
 03/13  22:00:00,0.0,8586944.63302766,0.0 
 03/13  23:00:00,0.0,6546476.25941501,0.0 
 03/13  24:00:00,0.0,4730606.1921076,0.0 
 03/14  01:00:00,0.0,3360038.64920297,0.0 
 03/14  02:00:00,0.0,2891240.10848396,0.0 
 03/14  03:00:00,0.0,2763185.1583568,0.0 
 03/14  04:00:00,0.0,2733945.18340112,0.0 
 03/14  05:00:00,0.0,3079409.49285946,0.0 
 03/14  06:00:00,0.0,4772033.76152281,0.0 
 03/14  07:00:00,0.0,6068289.04583401,188154.201804954 
 03/14  08:00:00,0.0,3603839.85973101,2789784.49118726 
 03/14  09:00:00,940238.002143184,212587.736643632,6838000.38734487 
 03/14  10:00:00,4608121.97661837,0.0,10955994.4814344 
 03/14  11:00:00,7345849.23775628,0.0,14139578.6379069 
 03/14  12:00:00,9431687.5375481,0.0,16318015.1233186 
 03/14  13:00:00,10124006.472628,0.0,17296445.8038508 
 03/14  14:00:00,8761817.64152384,0.0,16517799.3700021 
 03/14  15:00:00,5237864.74528268,0.0,13692876.8281331 
 03/14  16:00:00,1683864.78372784,0.0,11091110.7335807 
 03/14  17:00:00,0.0,2884773.41151694,7836773.67567206 
 03/14  18:00:00,0.0,8299517.55594356,3410132.71088541 
 03/14  19:00:00,0.0,11373699.1548157,180350.368669638 
 03/14  20:00:00,0.0,10940926.032444,0.0 
 03/14  21:00:00,0.0,10114713.7683276,0.0 
 03/14  22:00:00,0.0,8725652.60828555,0.0 
 03/14  23:00:00,0.0,6749047.81788741,0.0 
 03/14  24:00:00,0.0,5029453.23082843,0.0 
 03/15  01:00:00,0.0,3485091.04450961,0.0 
 03/15  02:00:00,0.0,2891070.49623772,0.0 
 03/15  03:00:00,0.0,2762664.33472615,0.0 
 03/15  04:00:00,0.0,2732799.52197008,0.0 
 03/15  05:00:00,0.0,3073284.83954704,0.0 
 03/15  06:00:00,0.0,4493602.71159785,0.0 
 03/15  07:00:00,0.0,5924652.2966178,190693.748414265 
 03/15  08:00:00,0.0,3835878.36327448,2555885.99700317 
 03/15  09:00:00,810324.027301614,280994.594796625,6638123.43445556 
 03/15  10:00:00,4649428.06020144,0.0,10936544.6659145 
 03/15  11:00:00,7112185.83217859,0.0,13850888.7532507 
 03/15  12:00:00,7719863.22816866,0.0,14644139.3753428 
 03/15  13:00:00,6855180.58716702,0.0,13994280.9319975 
 03/15  14:00:00,5934973.51100069,0.0,13567080.6372512 
 03/15  15:00:00,4908029.83710681,0.0,13272608.0710521 
 03/15  16:00:00,754939.305711771,0.0,9709635.13484624 
 03/15  17:00:00,0.0,2849336.26956408,7517711.41727252 
 03/15  18:00:00,0.0,8191407.19497835,3316235.76068076 
 03/15  19:00:00,0.0,11253425.5980314,179121.635879227 
 03/15  20:00:00,0.0,10956480.2052963,0.0 
 03/15  21:00:00,0.0,10204529.7830193,0.0 
 03/15  22:00:00,0.0,9022734.42721264,0.0 
 03/15  23:00:00,0.0,7029822.0561523,0.0 
 03/15  24:00:00,0.0,5220252.97030641,0.0 
 03/16  01:00:00,0.0,3699882.74363301,0.0 
 03/16  02:00:00,0.0,3018473.37049028,0.0 
 03/16  03:00:00,0.0,2760362.94206174,0.0 
 03/16  04:00:00,0.0,2729791.15436854,0.0 
 03/16  05:00:00,0.0,3069465.15497566,0.0 
 03/16  06:00:00,0.0,4190541.04018785,0.0 
 03/16  07:00:00,0.0,5445255.20795788,187078.525726745 
 03/16  08:00:00,0.0,3466239.84372662,2919595.35927158 
 03/16  09:00:00,746514.589110182,148948.033882631,7242663.39948226 
 03/16  10:00:00,3971604.70551387,0.0,11047177.7318517 
 03/16  11:00:00,6969866.7779966,0.0,14168389.0426652 
 03/16  12:00:00,9057515.05048122,0.0,16261775.9585178 
 03/16  13:00:00,9452519.55327546,0.0,16730845.0898358 
 03/16  14:00:00,8458152.19284307,0.0,16112507.5361573 
 03/16  15:00:00,6090348.93008366,0.0,14372327.1648674 
 03/16  16:00:00,2354007.49122302,0.0,11462382.6577705 
 03/16  17:00:00,0.0,2627583.55412698,7623641.02605888 
 03/16  18:00:00,0.0,7885139.26143709,3454450.6730495 
 03/16  19:00:00,0.0,11059849.6063154,195564.721986336 
 03/16  20:00:00,0.0,10692343.3399966,0.0 
 03/16  21:00:00,0.0,9915878.00917868,0.0 
 03/16  22:00:00,0.0,8667726.03226644,0.0 
 03/16  23:00:00,0.0,6782902.6204455,0.0 
 03/16  24:00:00,0.0,4916217.32080797,0.0 
 03/17  01:00:00,0.0,3367073.2395863,0.0 
 03/17  02:00:00,0.0,2891090.22749219,0.0 
 03/17  03:00:00,0.0,2763100.1060824,0.0 
 03/17  04:00:00,0.0,2733063.06399698,0.0 
 03/17  05:00:00,0.0,3072717.71899278,0.0 
 03/17  06:00:00,0.0,4491823.53564087,0.0 
 03/17  07:00:00,0.0,5966408.46623952,200152.047431307 
 03/17  08:00:00,0.0,3613644.07987806,2773902.57650002 
 03/17  09:00:00,920215.1893354,217646.050864506,6806667.13694543 
 03/17  10:00:00,4380538.42875942,0.0,10807527.8796419 
 03/17  11:00:00,7187722.24461541,0.0,14092627.2522529 
 03/17  12:00:00,9203570.33320629,0.0,16173059.3957988 
 03/17  13:00:00,10013116.0403935,0.0,17183420.4753048 
 03/17  14:00:00,8879234.43417634,0.0,16489357.0937982 
 03/17  15:00:00,5791613.8239573,0.0,13990124.9047899 
 03/17  16:00:00,1894672.05314197,0.0,10877233.9298185 
 03/17  17:00:00,0.0,2615817.3083186,7662486.36769174 
 03/17  18:00:00,0.0,7973103.62686362,3405633.03792619 
 03/17  19:00:00,0.0,11129061.6876834,192027.84412062 
 03/17  20:00:00,0.0,10739224.4864459,0.0 
 03/17  21:00:00,0.0,10016132.066685,0.0 
 03/17  22:00:00,0.0,8785906.08978206,0.0 
 03/17  23:00:00,0.0,6750400.99905043,0.0 
 03/17  24:00:00,0.0,4893846.36785553,0.0 
 03/18  01:00:00,0.0,3444383.75705527,0.0 
 03/18  02:00:00,0.0,2930310.18509102,0.0 
 03/18  03:00:00,0.0,2788632.15657781,0.0 
 03/18  04:00:00,0.0,2755880.31778394,0.0 
 03/18  05:00:00,0.0,3118155.33174031,0.0 
 03/18  06:00:00,0.0,4822629.41494208,0.0 
 03/18  07:00:00,0.0,6623988.73132071,198568.513188889 
 03/18  08:00:00,0.0,3841612.39081693,2895682.51169649 
 03/18  09:00:00,838600.755066471,252149.497368102,7137517.07201087 
 03/18  10:00:00,3942426.11524478,0.0,10942845.8719842 
 03/18  11:00:00,7010647.69737569,0.0,14338180.4446773 
 03/18  12:00:00,8716515.74924514,0.0,16013765.7468416 
 03/18  13:00:00,9177479.69087351,0.0,16738077.3942023 
 03/18  14:00:00,8232212.84172302,0.0,16315193.1994163 
 03/18  15:00:00,5779191.91042991,0.0,14484830.2490305 
 03/18  16:00:00,1913509.13052385,0.0,11470361.5795623 
 03/18  17:00:00,0.0,3354707.09116591,7331299.47826892 
 03/18  18:00:00,0.0,8291894.53345053,3472167.79253293 
 03/18  19:00:00,0.0,11507461.057753,219169.433977865 
 03/18  20:00:00,0.0,11072053.7435312,0.0 
 03/18  21:00:00,0.0,10337852.9349979,0.0 
 03/18  22:00:00,0.0,9131304.88068611,0.0 
 03/18  23:00:00,0.0,6994165.97825897,0.0 
 03/18  24:00:00,0.0,5034680.21979946,0.0 
 03/19  01:00:00,0.0,3505381.50942725,0.0 
 03/19  02:00:00,0.0,2929595.48533857,0.0 
 03/19  03:00:00,0.0,2787529.28760327,0.0 
 03/19  04:00:00,0.0,2753893.93619768,0.0 
 03/19  05:00:00,0.0,3116523.95695159,0.0 
 03/19  06:00:00,0.0,4298477.19945075,0.0 
 03/19  07:00:00,0.0,5910455.29374749,199501.241633359 
 03/19  08:00:00,0.0,3734429.45548163,2999656.38363271 
 03/19  09:00:00,932841.226409446,207386.826759038,7350642.98791259 
 03/19  10:00:00,3936021.67695941,0.0,11121057.9651418 
 03/19  11:00:00,6923695.05179095,0.0,14302186.0664042 
 03/19  12:00:00,8830217.8931352,0.0,16184164.1416116 
 03/19  13:00:00,9315704.88569203,0.0,16873512.7163069 
 03/19  14:00:00,7990465.64775305,0.0,15941347.6013061 
 03/19  15:00:00,5503165.31944923,0.0,13995315.7964215 
 03/19  16:00:00,2034367.54659654,0.0,11369346.4304496 
 03/19  17:00:00,0.0,2802372.58000615,7835354.17840436 
 03/19  18:00:00,0.0,8303965.85268883,3469043.64724659 
 03/19  19:00:00,0.0,11390726.281476,204949.352441266 
 03/19  20:00:00,0.0,11002900.6347566,0.0 
 03/19  21:00:00,0.0,10401342.0154886,0.0 
 03/19  22:00:00,0.0,9148126.1414107,0.0 
 03/19  23:00:00,0.0,7085390.67505706,0.0 
 03/19  24:00:00,0.0,5138466.25896586,0.0 
 03/20  01:00:00,0.0,3517747.55938643,0.0 
 03/20  02:00:00,0.0,2904298.03128202,0.0 
 03/20  03:00:00,0.0,2761400.53776271,0.0 
 03/20  04:00:00,0.0,2731480.26642291,0.0 
 03/20  05:00:00,0.0,3070386.83172452,0.0 
 03/20  06:00:00,0.0,4189031.95512448,0.0 
 03/20  07:00:00,0.0,5362006.90617886,265090.88735961 
 03/20  08:00:00,0.0,4093190.09881984,2286872.37999626 
 03/20  09:00:00,0.0,3164012.31363961,2935939.90679127 
 03/20  10:00:00,105488.252726419,256997.84441046,5692697.64992239 
 03/20  11:00:00,237559.34973037,268323.995575215,5553592.37329481 
 03/20  12:00:00,2448746.22767871,0.0,7762968.41917564 
 03/20  13:00:00,2327059.84448429,0.0,7354176.925932 
 03/20  14:00:00,659387.593561818,0.0,5460682.31779574 
 03/20  15:00:00,1031497.74999903,109302.285331987,5566371.82199004 
 03/20  16:00:00,3677436.57507018,0.0,9174133.69930747 
 03/20  17:00:00,559371.204497369,242990.663139021,7129988.14460391 
 03/20  18:00:00,0.0,4454136.35267662,3552744.16715877 
 03/20  19:00:00,0.0,7909832.39911968,231721.034833909 
 03/20  20:00:00,0.0,7964001.3334943,0.0 
 03/20  21:00:00,0.0,7668130.6846855,0.0 
 03/20  22:00:00,0.0,6940404.99165032,0.0 
 03/20  23:00:00,0.0,5552248.94744927,0.0 
 03/20  24:00:00,0.0,4511167.86583427,0.0 
 03/21  01:00:00,0.0,4918900.85728471,0.0 
 03/21  02:00:00,0.0,5798356.71930786,0.0 
 03/21  03:00:00,0.0,6676027.59630524,0.0 
 03/21  04:00:00,0.0,7405718.97425871,0.0 
 03/21  05:00:00,0.0,8658099.16864656,0.0 
 03/21  06:00:00,0.0,10143799.7298074,0.0 
 03/21  07:00:00,0.0,11106864.518779,255379.021955626 
 03/21  08:00:00,0.0,8210118.41677226,2155324.02058389 
 03/21  09:00:00,0.0,5182672.29781319,4158251.5692209 
 03/21  10:00:00,0.0,2903794.36408515,5558318.7591523 
 03/21  11:00:00,1905277.55550272,23588.4629722549,8475971.07737926 
 03/21  12:00:00,7198015.45438947,0.0,12517775.4047121 
 03/21  13:00:00,9606598.91794006,0.0,14638356.4899309 
 03/21  14:00:00,8418110.21490637,0.0,13222012.0230617 
 03/21  15:00:00,8481109.93738349,0.0,13399987.7691355 
 03/21  16:00:00,5278240.53920642,0.0,11034968.6735279 
 03/21  17:00:00,855569.459145943,257962.372821741,7854882.10632508 
