Date/Time,Cogeneration:ElectricitySurplusSold [J](Hourly),Cogeneration:ElectricityPurchased [J](Hourly),Photovoltaic:ElectricityProduced [J](Hourly) 
 07/21  11:00:00,2095069.87326485,0.0,13633256.8335026 
 07/21  12:00:00,4567158.50856098,0.0,16027783.5930203 
 07/21  13:00:00,4293894.61729185,0.0,16111593.5056453 
 07/21  14:00:00,3018123.56638515,0.0,15459347.6690786 
 07/21  15:00:00,356775.789460575,126044.716681381,13166939.7235191 
 07/21  16:00:00,0.0,1945725.57339705,11415097.0676973 
 07/21  17:00:00,0.0,6354893.97347479,7998345.83166932 
 07/21  18:00:00,0.0,11733845.9896287,3912481.17998268 
 07/21  19:00:00,0.0,15105267.9247794,1351317.36064376 
 07/21  20:00:00,0.0,16122502.6665402,173933.987773006 
 07/21  21:00:00,0.0,15876021.9292783,0.0 
 07/21  22:00:00,0.0,14330639.808156,0.0 
 07/21  23:00:00,0.0,11845125.0481018,0.0 
 07/21  24:00:00,0.0,9806419.08501496,0.0 
 07/22  01:00:00,0.0,8356849.72843736,0.0 
 07/22  02:00:00,0.0,7463822.57335315,0.0 
 07/22  03:00:00,0.0,6930941.41598534,0.0 
 07/22  04:00:00,0.0,6527904.43062724,0.0 
 07/22  05:00:00,0.0,6541521.71786631,0.0 
 07/22  06:00:00,0.0,7704471.4714671,148068.832847978 
 07/22  07:00:00,0.0,8952944.1131941,1534727.43559153 
 07/22  08:00:00,0.0,7110963.44220562,4914078.56588109 
 07/22  09:00:00,0.0,3426861.84191294,8803468.62729509 
 07/22  10:00:00,336058.248569017,361899.81324535,12403099.5385996 
 07/22  11:00:00,2707083.86123748,0.0,15220408.4763481 
 07/22  12:00:00,4447569.91105063,0.0,17072177.9058908 
 07/22  13:00:00,4830439.00672336,0.0,17685472.3602574 
 07/22  14:00:00,3828091.61045195,0.0,16839173.3935011 
 07/22  15:00:00,1556929.58669211,0.0,14969970.1652217 
 07/22  16:00:00,0.0,1644554.12845775,12065265.6556118 
 07/22  17:00:00,0.0,6492131.00654975,8171117.87266475 
 07/22  18:00:00,0.0,11963178.7856098,3970129.28395548 
 07/22  19:00:00,0.0,15585025.4636082,1179986.73733368 
 07/22  20:00:00,0.0,16577100.9971683,107623.613930272 
 07/22  21:00:00,0.0,15879497.8922558,0.0 
 07/22  22:00:00,0.0,14324342.3623072,0.0 
 07/22  23:00:00,0.0,12240379.4732807,0.0 
 07/22  24:00:00,0.0,10380970.9176876,0.0 
 07/23  01:00:00,0.0,8633817.79489854,0.0 
 07/23  02:00:00,0.0,7900602.0361506,0.0 
 07/23  03:00:00,0.0,7468366.55397072,0.0 
 07/23  04:00:00,0.0,6979786.02040328,0.0 
 07/23  05:00:00,0.0,6988269.88728107,0.0 
 07/23  06:00:00,0.0,8014356.05376346,143686.371560962 
 07/23  07:00:00,0.0,9161957.9161531,1497774.61427531 
 07/23  08:00:00,0.0,7415263.40001854,4876433.68652772 
 07/23  09:00:00,0.0,3727484.6173825,8767402.8579566 
 07/23  10:00:00,171262.390925557,524420.548288331,12351174.6618101 
 07/23  11:00:00,2100123.16097876,0.0,15095391.7539294 
 07/23  12:00:00,3837957.87808554,0.0,16786318.0556512 
 07/23  13:00:00,4407272.76209575,0.0,17394652.9084544 
 07/23  14:00:00,3410697.80245216,0.0,16802084.9355181 
 07/23  15:00:00,1461445.17882105,0.0,14932224.3479484 
 07/23  16:00:00,0.0,1798963.40614151,11983337.4396441 
 07/23  17:00:00,0.0,6865126.74847069,7911789.49266534 
 07/23  18:00:00,0.0,12669347.2167408,3358738.71579222 
 07/23  19:00:00,0.0,15589878.3033421,1277686.00410869 
 07/23  20:00:00,0.0,16614260.4623419,106746.62115638 
 07/23  21:00:00,0.0,16310158.6309312,0.0 
 07/23  22:00:00,0.0,14993662.8272108,0.0 
 07/23  23:00:00,0.0,12382858.4077629,0.0 
 07/23  24:00:00,0.0,10519047.9800827,0.0 
 07/24  01:00:00,0.0,8959749.0741631,0.0 
 07/24  02:00:00,0.0,8116612.81777296,0.0 
 07/24  03:00:00,0.0,7366806.94792773,0.0 
 07/24  04:00:00,0.0,6958635.809145,0.0 
 07/24  05:00:00,0.0,7013354.97256893,0.0 
 07/24  06:00:00,0.0,7965123.3583399,160372.986192531 
 07/24  07:00:00,0.0,8922480.76429403,1380549.66944574 
 07/24  08:00:00,0.0,7226503.9684615,4646021.30154129 
 07/24  09:00:00,0.0,3437637.46130699,8625592.24880675 
 07/24  10:00:00,554089.711615606,250765.094523822,12445158.4659513 
 07/24  11:00:00,3367309.58632348,0.0,15398979.9365471 
 07/24  12:00:00,4945680.82740782,0.0,17266911.0708333 
 07/24  13:00:00,5215178.22750254,0.0,17820358.3451915 
 07/24  14:00:00,3918949.01251633,0.0,16949417.9858465 
 07/24  15:00:00,1767077.51316441,0.0,14931203.0743519 
 07/24  16:00:00,0.0,1329273.04339744,12145795.7457099 
 07/24  17:00:00,0.0,5907748.21633789,8557035.08192538 
 07/24  18:00:00,0.0,11446296.859572,4305318.75335228 
 07/24  19:00:00,0.0,15322604.0254099,1259009.84273348 
 07/24  20:00:00,0.0,16326504.233001,106769.378744803 
 07/24  21:00:00,0.0,16067575.3216702,0.0 
 07/24  22:00:00,0.0,15029855.1406768,0.0 
 07/24  23:00:00,0.0,12370369.6031045,0.0 
 07/24  24:00:00,0.0,10147705.6193432,0.0 
 07/25  01:00:00,0.0,8491719.04727244,0.0 
 07/25  02:00:00,0.0,7673435.72543349,0.0 
 07/25  03:00:00,0.0,7157047.99129874,0.0 
 07/25  04:00:00,0.0,6719222.29021901,0.0 
 07/25  05:00:00,0.0,6590779.63558825,0.0 
 07/25  06:00:00,0.0,7457212.83360108,172965.319102463 
 07/25  07:00:00,0.0,8023106.25928,1326302.95479367 
 07/25  08:00:00,0.0,6790360.66355153,4398139.94916454 
 07/25  09:00:00,0.0,4214846.94578084,7092105.93176431 
 07/25  10:00:00,402338.857272785,406342.40114265,11859583.4967311 
 07/25  11:00:00,3003588.13007573,0.0,14886758.3101198 
 07/25  12:00:00,4796778.94088691,0.0,16726514.4206496 
 07/25  13:00:00,5021531.27989742,0.0,17269228.1687528 
 07/25  14:00:00,3717306.18114016,0.0,16530758.8099596 
 07/25  15:00:00,1432309.57371713,0.0,14592478.9722959 
 07/25  16:00:00,0.0,2020144.69761795,11471954.4789595 
 07/25  17:00:00,0.0,7887597.03217591,6576898.73679445 
 07/25  18:00:00,0.0,13771922.390368,1906778.03538267 
 07/25  19:00:00,0.0,15792121.4184169,445053.499097743 
 07/25  20:00:00,0.0,15581660.8059313,32569.2687299733 
 07/25  21:00:00,0.0,14713248.6596763,0.0 
 07/25  22:00:00,0.0,13498966.684459,0.0 
 07/25  23:00:00,0.0,11625060.8102175,0.0 
 07/25  24:00:00,0.0,9594223.67718946,0.0 
 07/26  01:00:00,0.0,7877703.80485316,0.0 
 07/26  02:00:00,0.0,7034882.35068792,0.0 
 07/26  03:00:00,0.0,6580926.95940027,0.0 
 07/26  04:00:00,0.0,6100751.9122783,0.0 
 07/26  05:00:00,0.0,6163272.09921747,0.0 
 07/26  06:00:00,0.0,7095246.39222365,155658.992954262 
 07/26  07:00:00,0.0,7756925.60559761,1012082.75027415 
 07/26  08:00:00,0.0,7187077.89237201,2905974.03906513 
 07/26  09:00:00,0.0,4027160.91412651,6626495.64257406 
 07/26  10:00:00,640122.125160369,264100.691205247,11790177.6237849 
 07/26  11:00:00,3272785.11473162,0.0,14753532.4894932 
 07/26  12:00:00,5441433.80732131,0.0,16949964.298314 
 07/26  13:00:00,5781140.35581964,0.0,17599111.1565519 
 07/26  14:00:00,4665387.06820608,0.0,16853165.6083752 
 07/26  15:00:00,1843687.01396415,0.0,14747196.4689271 
 07/26  16:00:00,0.0,1688068.21238079,11666003.927359 
 07/26  17:00:00,0.0,5964985.44938658,8341459.99701932 
 07/26  18:00:00,0.0,11993297.5118874,3580230.12022371 
 07/26  19:00:00,0.0,15055021.2913869,1313586.721178 
 07/26  20:00:00,0.0,16145199.9332596,90438.0181445013 
 07/26  21:00:00,0.0,15339374.0451498,0.0 
 07/26  22:00:00,0.0,13761300.8338754,0.0 
 07/26  23:00:00,0.0,11708944.7550296,0.0 
 07/26  24:00:00,0.0,9827312.03012647,0.0 
 07/27  01:00:00,0.0,8332940.62546518,0.0 
 07/27  02:00:00,0.0,7627685.67700976,0.0 
 07/27  03:00:00,0.0,7076185.91078178,0.0 
 07/27  04:00:00,0.0,6657035.06828947,0.0 
 07/27  05:00:00,0.0,6784882.99674361,0.0 
 07/27  06:00:00,0.0,7487878.04562476,148875.427157081 
 07/27  07:00:00,0.0,8040117.86750801,892486.036149456 
 07/27  08:00:00,0.0,8062908.45425401,2014224.69080901 
 07/27  09:00:00,0.0,5269786.33944315,5102818.03677613 
 07/27  10:00:00,1173171.61559719,263056.018672555,12258666.0393826 
 07/27  11:00:00,3656579.71057528,0.0,15212816.4949028 
 07/27  12:00:00,5466190.56653207,0.0,16974682.0819975 
 07/27  13:00:00,5586922.95445822,0.0,17503399.2050835 
 07/27  14:00:00,4216089.38964549,0.0,16713257.182526 
 07/27  15:00:00,1746943.82370519,0.0,14765168.5521965 
 07/27  16:00:00,6494.775853749,1599412.90075125,11752112.2203403 
 07/27  17:00:00,0.0,7636248.49622354,6681376.35475518 
 07/27  18:00:00,0.0,12569683.799804,2869695.95467521 
 07/27  19:00:00,0.0,14888863.8279359,1060414.53228942 
 07/27  20:00:00,0.0,14816498.8209431,85438.0283340473 
 07/27  21:00:00,0.0,14115477.1502741,0.0 
 07/27  22:00:00,0.0,12863607.7631078,0.0 
 07/27  23:00:00,0.0,10862530.431496,0.0 
 07/27  24:00:00,0.0,9034834.67007538,0.0 
 07/28  01:00:00,0.0,7583672.95451768,0.0 
 07/28  02:00:00,0.0,6962667.56353629,0.0 
 07/28  03:00:00,0.0,6519677.13054928,0.0 
 07/28  04:00:00,0.0,6177196.48484915,0.0 
 07/28  05:00:00,0.0,6185267.14459204,0.0 
 07/28  06:00:00,0.0,7075795.39630991,211380.122071648 
 07/28  07:00:00,0.0,7610246.09194905,1601144.49832679 
 07/28  08:00:00,0.0,5958366.61229372,5092231.8184333 
 07/28  09:00:00,0.0,2578776.8691589,8721650.37685648 
 07/28  10:00:00,0.0,1715082.01930387,9375684.88041603 
 07/28  11:00:00,3081640.76622511,0.0,14597249.0910347 
 07/28  12:00:00,5019125.95411567,0.0,16681849.5940603 
 07/28  13:00:00,3757212.58546112,0.0,15750106.1597126 
 07/28  14:00:00,1548834.78767239,0.0,13738219.2940184 
 07/28  15:00:00,509147.071404338,250090.266161591,13127019.3785415 
 07/28  16:00:00,0.0,3591988.85142068,9686641.89706042 
 07/28  17:00:00,0.0,8771039.37023517,5428163.02887532 
 07/28  18:00:00,0.0,12191756.9616792,3222912.77554547 
 07/28  19:00:00,0.0,14840403.4908867,911901.071260375 
 07/28  20:00:00,0.0,14669847.0398473,65741.777356836 
 07/28  21:00:00,0.0,13850901.4207174,0.0 
 07/28  22:00:00,0.0,12514664.1045017,0.0 
 07/28  23:00:00,0.0,10422041.6369072,0.0 
 07/28  24:00:00,0.0,8728040.68080876,0.0 
 07/29  01:00:00,0.0,7347692.34762648,0.0 
 07/29  02:00:00,0.0,6681633.28482253,0.0 
 07/29  03:00:00,0.0,6273032.75503304,0.0 
 07/29  04:00:00,0.0,5967659.06163541,0.0 
 07/29  05:00:00,0.0,5999285.04737125,0.0 
 07/29  06:00:00,0.0,7033072.18874468,140733.651249996 
 07/29  07:00:00,0.0,8006544.29542261,1364791.04530066 
 07/29  08:00:00,0.0,6701622.44309264,4073500.68054162 
 07/29  09:00:00,0.0,5043549.16069693,5806877.03627383 
 07/29  10:00:00,0.0,2794744.08649054,8623388.47070116 
 07/29  11:00:00,2414818.00645294,0.0,14623632.3361769 
 07/29  12:00:00,4851776.83626338,0.0,17036824.9255035 
 07/29  13:00:00,4921110.57429847,0.0,17091006.9836059 
 07/29  14:00:00,3874296.98310396,0.0,16438341.4346783 
 07/29  15:00:00,1382738.52023365,0.0,14612304.2535654 
 07/29  16:00:00,0.0,1837970.21504436,11764117.8103033 
 07/29  17:00:00,0.0,6955261.15353158,7610759.97882317 
 07/29  18:00:00,0.0,13249459.8942497,2557589.38677955 
 07/29  19:00:00,0.0,16036562.2136406,434087.855227281 
 07/29  20:00:00,0.0,14956479.1144782,30899.6778668227 
 07/29  21:00:00,0.0,13219473.6077774,0.0 
 07/29  22:00:00,0.0,11880641.9312746,0.0 
 07/29  23:00:00,0.0,9961866.55027115,0.0 
 07/29  24:00:00,0.0,8031254.65893651,0.0 
 07/30  01:00:00,0.0,6323713.50492987,0.0 
 07/30  02:00:00,0.0,5571508.87898919,0.0 
 07/30  03:00:00,0.0,5147244.8705835,0.0 
 07/30  04:00:00,0.0,4832831.99404769,0.0 
 07/30  05:00:00,0.0,5049212.68785542,0.0 
 07/30  06:00:00,0.0,6056734.53052165,169227.16720076 
 07/30  07:00:00,0.0,6978713.51442108,955549.066327003 
 07/30  08:00:00,0.0,7262436.296423,1785489.46171272 
 07/30  09:00:00,0.0,6167449.30879019,2826002.91693098 
 07/30  10:00:00,0.0,5266332.344302,3774890.00197499 
 07/30  11:00:00,0.0,3559873.05848318,6030822.98759608 
 07/30  12:00:00,35332.6850808582,1411944.89632177,8725018.84613599 
 07/30  13:00:00,2806039.40816716,0.0,13197223.3347259 
 07/30  14:00:00,4123529.8125953,0.0,14807602.9484733 
 07/30  15:00:00,3464745.14933096,0.0,14744649.6883788 
 07/30  16:00:00,401330.800488445,1133668.50732281,11541563.7688496 
 07/30  17:00:00,0.0,7044882.2207683,6158481.41808659 
 07/30  18:00:00,0.0,11340554.5938848,2884963.84164895 
 07/30  19:00:00,0.0,13712097.2219892,1142089.51925121 
 07/30  20:00:00,0.0,14261100.3350542,91691.814155082 
 07/30  21:00:00,0.0,13732092.4479182,0.0 
 07/30  22:00:00,0.0,12635247.7173189,0.0 
 07/30  23:00:00,0.0,10653644.8315117,0.0 
 07/30  24:00:00,0.0,8955554.18957287,0.0 
 07/31  01:00:00,0.0,7378903.2394055,0.0 
 07/31  02:00:00,0.0,6522019.73617843,0.0 
 07/31  03:00:00,0.0,6115061.94351651,0.0 
 07/31  04:00:00,0.0,5792895.53683399,0.0 
 07/31  05:00:00,0.0,5951178.39412978,0.0 
 07/31  06:00:00,0.0,6881176.04732865,139445.130941317 
 07/31  07:00:00,0.0,7487245.2445529,1043932.97681367 
 07/31  08:00:00,0.0,6497062.88884802,3436989.16900238 
 07/31  09:00:00,0.0,3870686.80223754,6213852.97605213 
 07/31  10:00:00,135014.548395333,485775.614701511,10343289.260953 
 07/31  11:00:00,1025974.12014707,0.0,11986734.6910116 
 07/31  12:00:00,6566.63279948725,843309.11136016,10092377.6453043 
 07/31  13:00:00,1706818.63393194,0.0,12677468.1444298 
 07/31  14:00:00,926277.696784686,398666.064139691,11894392.4221095 
 07/31  15:00:00,0.0,4753490.50278213,6462061.12571692 
 07/31  16:00:00,0.0,7827658.57014183,3332382.34524449 
 07/31  17:00:00,0.0,9433574.25784384,2536537.98084614 
 07/31  18:00:00,0.0,11504937.1364291,1781363.53079357 
 07/31  19:00:00,0.0,13016602.4268226,888258.764084484 
 07/31  20:00:00,0.0,13200542.4052924,70410.5635152329 
 07/31  21:00:00,0.0,12593058.6217972,0.0 
 07/31  22:00:00,0.0,11565408.4356896,0.0 
 07/31  23:00:00,0.0,9853607.72965129,0.0 
 07/31  24:00:00,0.0,8273129.94311585,0.0 
 08/01  01:00:00,0.0,7013444.58045524,0.0 
 08/01  02:00:00,0.0,6304709.83531532,0.0 
 08/01  03:00:00,0.0,5989291.55918994,0.0 
 08/01  04:00:00,0.0,5907611.30281946,0.0 
 08/01  05:00:00,0.0,6193650.93980803,0.0 
 08/01  06:00:00,0.0,7263623.58861986,123851.267731067 
 08/01  07:00:00,0.0,8159626.88753788,1133449.36208099 
 08/01  08:00:00,0.0,6739834.95968555,4349790.02874644 
 08/01  09:00:00,0.0,3255935.1027261,8139637.91124875 
 08/01  10:00:00,313932.828891545,348500.990612795,11740379.8865696 
 08/01  11:00:00,2864654.1464213,0.0,14685967.4790183 
 08/01  12:00:00,4816416.40337422,0.0,16501204.3767389 
 08/01  13:00:00,5173826.04439935,0.0,17051981.5560886 
 08/01  14:00:00,3879709.26875478,0.0,16285808.0836927 
 08/01  15:00:00,1332566.92583005,0.0,14363512.9489501 
 08/01  16:00:00,0.0,1731496.39774796,11663554.8655697 
 08/01  17:00:00,0.0,6299691.34011524,8088047.49849394 
 08/01  18:00:00,0.0,11023589.7431444,4644379.25740861 
 08/01  19:00:00,0.0,15065154.7598822,1455476.41211883 
 08/01  20:00:00,0.0,16336515.0962869,84883.039991066 
 08/01  21:00:00,0.0,16045062.5923169,0.0 
 08/01  22:00:00,0.0,15165087.3463391,0.0 
 08/01  23:00:00,0.0,12961873.7409857,0.0 
 08/01  24:00:00,0.0,11014047.0638336,0.0 
 08/02  01:00:00,0.0,9086111.56097905,0.0 
 08/02  02:00:00,0.0,7997478.94701556,0.0 
 08/02  03:00:00,0.0,7442282.86760622,0.0 
 08/02  04:00:00,0.0,7079025.12520383,0.0 
 08/02  05:00:00,0.0,7034512.321234,0.0 
 08/02  06:00:00,0.0,7864352.1492189,118153.609954563 
 08/02  07:00:00,0.0,8688132.44124269,1268767.85882387 
 08/02  08:00:00,0.0,7070383.09574158,4442800.02780764 
 08/02  09:00:00,0.0,4371901.93796687,7217212.82860223 
 08/02  10:00:00,0.0,3041231.69283961,8522516.56599228 
 08/02  11:00:00,70115.3832569468,1590148.97618273,10212588.3194378 
 08/02  12:00:00,3668953.65459779,0.0,15547709.497968 
 08/02  13:00:00,5114380.42641941,0.0,16771175.0456838 
 08/02  14:00:00,2409583.52708157,0.0,14501097.6372738 
 08/02  15:00:00,0.0,1891453.56095242,10417852.3981997 
 08/02  16:00:00,0.0,3797854.18571837,8838744.4707287 
 08/02  17:00:00,0.0,6219313.05063175,7831399.12906428 
 08/02  18:00:00,0.0,11329189.89869,3990101.1906629 
 08/02  19:00:00,0.0,14748774.9604497,994301.89432201 
 08/02  20:00:00,0.0,14708700.9103607,50795.1122201266 
 08/02  21:00:00,0.0,14068076.6949712,0.0 
 08/02  22:00:00,0.0,12804468.3246501,0.0 
 08/02  23:00:00,0.0,10915951.914546,0.0 
 08/02  24:00:00,0.0,9212007.04529712,0.0 
 08/03  01:00:00,0.0,7757811.34406022,0.0 
 08/03  02:00:00,0.0,7134631.79181834,0.0 
 08/03  03:00:00,0.0,6888371.19603626,0.0 
 08/03  04:00:00,0.0,6702236.4414366,0.0 
 08/03  05:00:00,0.0,6711757.22854628,0.0 
 08/03  06:00:00,0.0,7662066.78126554,35536.0828589055 
 08/03  07:00:00,0.0,8526027.8894659,421033.476521566 
 08/03  08:00:00,0.0,8327993.01392617,1393782.49223675 
 08/03  09:00:00,0.0,5684863.83830332,4286390.26442758 
 08/03  10:00:00,482333.473741618,381050.387142153,11154779.58606 
 08/03  11:00:00,1697349.16141222,0.0,12824720.3476498 
 08/03  12:00:00,4601332.77791844,0.0,15518782.0598862 
 08/03  13:00:00,4765123.8744455,0.0,16082023.2710996 
 08/03  14:00:00,2707691.704503,0.0,14600690.6318004 
 08/03  15:00:00,2052203.04523793,0.0,14624396.1806419 
 08/03  16:00:00,155442.224210536,843820.082928362,12489850.3544531 
 08/03  17:00:00,0.0,6052084.94631511,8098322.27574553 
 08/03  18:00:00,0.0,11419941.1341271,3993502.4432814 
 08/03  19:00:00,0.0,15170156.1227227,1085301.80000263 
 08/03  20:00:00,0.0,15683006.9776946,57178.3980899722 
 08/03  21:00:00,0.0,14497010.3182774,0.0 
 08/03  22:00:00,0.0,13104396.5051845,0.0 
 08/03  23:00:00,0.0,11234369.468055,0.0 
 08/03  24:00:00,0.0,9331364.8912048,0.0 
 08/04  01:00:00,0.0,7747086.24394612,0.0 
 08/04  02:00:00,0.0,6973408.883359,0.0 
 08/04  03:00:00,0.0,6543027.85286584,0.0 
 08/04  04:00:00,0.0,6126085.1394175,0.0 
 08/04  05:00:00,0.0,6060832.04261009,0.0 
 08/04  06:00:00,0.0,7012151.71699433,67807.0097519021 
 08/04  07:00:00,0.0,8021667.7671691,1091162.82864816 
 08/04  08:00:00,0.0,6494031.86258215,4443158.86168226 
 08/04  09:00:00,0.0,2859863.1343921,8327179.04362111 
 08/04  10:00:00,783936.78753692,133853.393646867,11936644.9932989 
 08/04  11:00:00,3499939.94047378,0.0,14812129.3206653 
 08/04  12:00:00,5379832.04082105,0.0,16601069.6110109 
 08/04  13:00:00,5614610.14979302,0.0,17088714.9961352 
 08/04  14:00:00,4436428.77813227,0.0,16370007.4127373 
 08/04  15:00:00,1794253.17437955,0.0,14401938.8756362 
 08/04  16:00:00,0.0,1444096.6346014,11771808.9174438 
 08/04  17:00:00,0.0,6218032.07022488,7985604.05171858 
 08/04  18:00:00,0.0,11436687.5687669,4051283.12790034 
 08/04  19:00:00,0.0,15287426.7007816,1009463.28956773 
 08/04  20:00:00,0.0,15792379.1945825,43821.654718621 
 08/04  21:00:00,0.0,14560423.2085557,0.0 
 08/04  22:00:00,0.0,13126509.8477854,0.0 
 08/04  23:00:00,0.0,11189244.2988265,0.0 
 08/04  24:00:00,0.0,9418194.41627002,0.0 
 08/05  01:00:00,0.0,7995608.63581426,0.0 
 08/05  02:00:00,0.0,7181108.89355486,0.0 
 08/05  03:00:00,0.0,6755506.02697723,0.0 
 08/05  04:00:00,0.0,6494843.6979463,0.0 
 08/05  05:00:00,0.0,6595176.10788868,0.0 
 08/05  06:00:00,0.0,7645385.86226191,67607.0019753475 
 08/05  07:00:00,0.0,8716581.02829598,1257970.33072542 
 08/05  08:00:00,0.0,6975845.80225992,4396771.92165584 
 08/05  09:00:00,0.0,2982823.93686849,8789191.78587774 
 08/05  10:00:00,537803.800720801,258874.555806646,12044812.8006512 
 08/05  11:00:00,3127995.63043764,0.0,14970081.112302 
 08/05  12:00:00,4620599.1730625,0.0,16566691.5985284 
 08/05  13:00:00,4984129.87158418,0.0,17055946.2769998 
 08/05  14:00:00,3749476.76170024,0.0,16207844.1478781 
 08/05  15:00:00,1350083.8643745,0.0,14414758.6139212 
 08/05  16:00:00,0.0,1670963.62226279,11848361.3285414 
 08/05  17:00:00,0.0,6487857.92643092,8039387.29461459 
 08/05  18:00:00,0.0,11723508.6961113,4105740.4575083 
 08/05  19:00:00,0.0,15660649.5986255,1020263.55991686 
 08/05  20:00:00,0.0,16387448.3741871,43146.6044689571 
 08/05  21:00:00,0.0,15010970.5319227,0.0 
 08/05  22:00:00,0.0,13343866.8770172,0.0 
 08/05  23:00:00,0.0,11174893.1230763,0.0 
 08/05  24:00:00,0.0,9223167.76543344,0.0 
 08/06  01:00:00,0.0,7770211.17585592,0.0 
 08/06  02:00:00,0.0,7073742.86995037,0.0 
 08/06  03:00:00,0.0,6578728.6330567,0.0 
 08/06  04:00:00,0.0,5932664.54967739,0.0 
 08/06  05:00:00,0.0,5857956.58428804,0.0 
 08/06  06:00:00,0.0,6870775.68733823,60981.6371397392 
 08/06  07:00:00,0.0,8125627.0245799,1231439.70946896 
 08/06  08:00:00,0.0,6633261.99974776,4525520.67646285 
 08/06  09:00:00,0.0,3151359.32810002,8386201.06896131 
 08/06  10:00:00,475496.338590971,257664.783415878,11980645.0125162 
 08/06  11:00:00,3005610.35038061,0.0,14891554.8917936 
 08/06  12:00:00,4634278.86351093,0.0,16636724.2022567 
 08/06  13:00:00,4856285.00663815,0.0,17083493.2846954 
 08/06  14:00:00,3544148.01058789,0.0,16227804.4478211 
 08/06  15:00:00,1265931.02890272,0.0,14570210.6055874 
 08/06  16:00:00,0.0,1818374.67528758,11846368.3349491 
 08/06  17:00:00,0.0,6541314.04074549,8120822.84826717 
 08/06  18:00:00,0.0,11804428.3405368,4115698.12805727 
 08/06  19:00:00,0.0,15781516.0123484,980336.670304376 
 08/06  20:00:00,0.0,16627579.3812318,38929.3833687752 
 08/06  21:00:00,0.0,15559741.0795341,0.0 
 08/06  22:00:00,0.0,13698131.4011001,0.0 
 08/06  23:00:00,0.0,11565615.1459865,0.0 
 08/06  24:00:00,0.0,9666452.95203002,0.0 
 08/07  01:00:00,0.0,8021044.38706725,0.0 
 08/07  02:00:00,0.0,7007864.23912108,0.0 
 08/07  03:00:00,0.0,6432517.45736388,0.0 
 08/07  04:00:00,0.0,6136553.8579496,0.0 
 08/07  05:00:00,0.0,6308096.51456521,0.0 
 08/07  06:00:00,0.0,7055497.89869411,55219.0871049591 
 08/07  07:00:00,0.0,8119311.08250815,1214831.55099463 
 08/07  08:00:00,0.0,6528152.75605107,4628292.11696207 
 08/07  09:00:00,0.0,2918829.38030451,8494468.7674665 
 08/07  10:00:00,685624.335585662,154021.451329785,12098864.9631958 
 08/07  11:00:00,3322682.99832144,0.0,15119558.0650846 
 08/07  12:00:00,4745111.30052853,0.0,16791402.2788536 
 08/07  13:00:00,4713732.9292906,0.0,17244209.2814758 
 08/07  14:00:00,3277537.81927071,0.0,16375762.3350877 
 08/07  15:00:00,1539604.45235294,0.0,14807173.9833193 
 08/07  16:00:00,0.0,1445381.11636976,12086962.0632926 
 08/07  17:00:00,0.0,6386004.29534341,8075405.17831079 
 08/07  18:00:00,0.0,11639808.4735591,4066850.2802003 
 08/07  19:00:00,0.0,15592345.617423,928789.78427759 
 08/07  20:00:00,0.0,16342021.5074565,35593.1901213226 
 08/07  21:00:00,0.0,15640335.6836523,0.0 
 08/07  22:00:00,0.0,13769791.0514992,0.0 
 08/07  23:00:00,0.0,11917327.1777314,0.0 
 08/07  24:00:00,0.0,9878220.95893341,0.0 
 08/08  01:00:00,0.0,8088975.53073578,0.0 
 08/08  02:00:00,0.0,7328522.91231878,0.0 
 08/08  03:00:00,0.0,7020467.84794672,0.0 
 08/08  04:00:00,0.0,6692572.5064143,0.0 
 08/08  05:00:00,0.0,6709879.88710173,0.0 
 08/08  06:00:00,0.0,7689453.2403807,75607.8653345746 
 08/08  07:00:00,0.0,8542549.29409698,1338478.69135361 
 08/08  08:00:00,0.0,6907605.49768026,4779760.62359697 
 08/08  09:00:00,0.0,3741273.37473659,8406359.99684327 
 08/08  10:00:00,0.0,2061090.31185924,10380546.7054406 
 08/08  11:00:00,253657.320757136,929351.634182574,12017657.3865247 
 08/08  12:00:00,3744649.27380107,0.0,16412422.3776356 
 08/08  13:00:00,4146433.78570216,0.0,17019737.1527408 
 08/08  14:00:00,3327396.56242617,0.0,16509191.4455051 
 08/08  15:00:00,1441411.14526564,0.0,14634834.9832492 
 08/08  16:00:00,0.0,1648231.94652084,11839855.6573704 
 08/08  17:00:00,0.0,6565090.24800439,7879052.75302681 
 08/08  18:00:00,0.0,12162584.3795481,3551408.40250411 
 08/08  19:00:00,0.0,16080822.759532,426959.966754192 
 08/08  20:00:00,0.0,16232181.2832811,17934.5711918827 
 08/08  21:00:00,0.0,15685619.0747059,0.0 
 08/08  22:00:00,0.0,14192495.1531795,0.0 
 08/08  23:00:00,0.0,11937843.0124552,0.0 
 08/08  24:00:00,0.0,9922340.19291767,0.0 
 08/09  01:00:00,0.0,8461192.83140254,0.0 
 08/09  02:00:00,0.0,7730108.78154272,0.0 
 08/09  03:00:00,0.0,7180372.64871864,0.0 
 08/09  04:00:00,0.0,6757994.74264243,0.0 
 08/09  05:00:00,0.0,6863891.29464505,0.0 
 08/09  06:00:00,0.0,7707889.87360247,49434.7640027708 
 08/09  07:00:00,0.0,8443489.45497913,595678.214952473 
 08/09  08:00:00,0.0,8294096.12430696,1907107.58491169 
 08/09  09:00:00,0.0,6239998.46527304,4094213.42602216 
 08/09  10:00:00,0.0,3748720.22000561,7190243.89766089 
